user_id,age,gender,height_cm,weight_kg,fitness_level,goal,workout_frequency,preferred_type,equipment_access,preferred_bodypart,time_per_session
user_270,53,Male,176,63,Intermediate,Increase endurance,1,Calisthenics,"Bodyweight, Barbell, Outdoor park",Biceps,44
user_271,35,Other,171,84,Intermediate,Increase endurance,3,Cardio rowing,"Cable, Dumbbell",Full body,84
user_272,34,Male,166,54,Beginner,Wellness,1,Bodyweight training,Minimal equipment,Full body,29
user_273,41,Female,168,64,Beginner,Improve flexibility,3,Yoga,"Bands, Minimal equipment, Outdoor park",Arms,52
user_274,22,Female,150,81,Intermediate,Rehabilitation,3,Calisthenics,"Home gym, Body Only",Quads,73
user_275,58,Other,181,65,Intermediate,Improve strength,4,Calisthenics,Cable,Lower body,77
user_276,34,Other,161,68,Expert,Injury recovery,1,Pilates,Machine,Arms,88
user_277,43,Male,153,64,Beginner,Sports performance,3,Pilates,"Cable, Body Only, Bands",Quads,85
user_278,48,Female,165,62,Intermediate,Rehabilitation,1,Cardio cycling,"Machine, Barbell",Lower body,46
user_279,19,Other,197,92,Expert,Build muscle,5,Strength training,"Bands, Machine",Forearms,82
user_280,30,Other,190,68,Intermediate,Gain mass,1,Dance,"Bodyweight, Kettlebells",Back,73
user_281,57,Male,196,84,Intermediate,Rehabilitation,3,Zumba,Cable,Forearms,37
user_282,26,Male,183,63,Expert,Injury recovery,1,CrossFit,"Machine, Dumbbell, None",No specific focus,51
user_283,26,Female,167,70,Beginner,Tone body,4,Swimming,"Dumbbell, Full gym, Cable",Upper body,44
user_284,59,Other,177,82,Expert,Injury recovery,2,Calisthenics,"Machine, Outdoor park",Quads,20
user_285,58,Female,160,80,Expert,Injury recovery,5,Cardio rowing,Minimal equipment,Calves,44
user_286,42,Male,151,89,Expert,Injury recovery,5,Olympic weightlifting,"Body Only, Cable, None",Triceps,59
user_287,30,Other,172,91,Beginner,Improve flexibility,3,Cardio cycling,"Full gym, Bands, Bodyweight",Forearms,41
user_288,42,Other,172,73,Expert,Gain mass,1,Circuit training,"Barbell, Home gym",Back,51
user_289,24,Male,152,55,Intermediate,Gain mass,4,Circuit training,Bands,Glutes,29
user_290,22,Female,173,81,Beginner,Improve cardio,2,Cardio cycling,"None, Minimal equipment, Home gym",Upper body,56
user_291,39,Other,194,77,Beginner,Improve mobility,3,Swimming,"Bands, None, Barbell",Arms,20
user_292,31,Female,199,97,Expert,Improve strength,1,Martial arts,"Bodyweight, Home gym",Legs,51
user_293,19,Female,198,55,Intermediate,Improve strength,5,Calisthenics,"Machine, Dumbbell",Full body,25
user_294,33,Other,194,81,Beginner,Injury recovery,4,Martial arts,Cable,Hamstrings,78
user_295,20,Other,184,85,Intermediate,Weight loss,2,Cardio running,"Barbell, Outdoor park, Minimal equipment",Biceps,86
user_296,45,Other,185,98,Beginner,Improve flexibility,1,Powerlifting,"Home gym, Body Only, Bands",Upper body,70
user_297,54,Other,184,62,Intermediate,Injury recovery,3,Olympic weightlifting,Machine,Legs,24
user_298,53,Male,178,75,Intermediate,Improve strength,2,Powerlifting,"Kettlebells, Full gym, Cable",Biceps,24
user_299,24,Female,152,96,Intermediate,Improve strength,1,Martial arts,"None, Kettlebells",Triceps,74
user_300,42,Female,185,82,Expert,Gain mass,5,Functional training,Dumbbell,Abs,39
user_301,55,Male,194,68,Expert,Prepare for event,3,Martial arts,"Bands, Bodyweight",Legs,60
user_302,27,Other,184,86,Beginner,Lose fat,2,Cardio rowing,Minimal equipment,Chest,20
user_303,44,Male,166,89,Intermediate,Lose fat,2,Bodyweight training,"Machine, Bodyweight",Biceps,34
user_304,28,Other,184,76,Expert,Gain mass,3,Dance,"Outdoor park, Home gym, Dumbbell",Hamstrings,82
user_305,42,Female,190,81,Intermediate,Body recomposition,4,Swimming,"Kettlebells, Barbell",Upper body,26
user_306,36,Other,186,83,Intermediate,Improve strength,2,Calisthenics,"Bodyweight, Body Only",Legs,49
user_307,21,Other,167,51,Intermediate,Increase endurance,1,Powerlifting,"Dumbbell, Bands",Glutes,44
user_308,25,Other,186,52,Beginner,Improve flexibility,1,CrossFit,Machine,Chest,26
user_309,47,Other,184,71,Intermediate,Sports performance,1,Cardio cycling,"Kettlebells, Minimal equipment, Bodyweight",Calves,72
user_310,35,Male,176,62,Beginner,Increase endurance,2,Calisthenics,"Body Only, Outdoor park",Quads,87
user_311,38,Female,165,50,Beginner,Tone body,1,Powerlifting,Kettlebells,Core,33
user_312,48,Other,159,56,Expert,Build muscle,2,Cardio running,"Machine, Body Only, Cable",Chest,36
user_313,24,Other,197,75,Expert,Prepare for event,2,Calisthenics,"Body Only, Barbell, Minimal equipment",Chest,68
user_314,45,Female,174,83,Beginner,Build muscle,2,Dance,"Dumbbell, Kettlebells, Full gym",Quads,21
user_315,52,Other,195,81,Intermediate,Improve cardio,1,Cardio rowing,"None, Barbell, Home gym",Triceps,62
user_316,32,Female,171,56,Beginner,Improve strength,1,Strength training,Bodyweight,Legs,56
user_317,26,Male,182,65,Expert,Improve cardio,3,HIIT High Intensity Interval Training,"Home gym, Bands",Chest,33
user_318,45,Other,179,81,Expert,General health,1,Cardio rowing,"Dumbbell, Home gym, Outdoor park",Hamstrings,38
user_319,31,Female,157,91,Expert,Weight loss,1,No preference,"Barbell, Body Only",Shoulders,49
user_320,47,Male,177,79,Expert,Sports performance,1,Dance,"Cable, Bodyweight, Outdoor park",Abs,81
user_321,18,Other,184,80,Beginner,Tone body,2,Calisthenics,"Bands, Dumbbell, Home gym",Legs,88
user_322,45,Female,187,83,Beginner,Prepare for event,5,Strength training,"Bands, Full gym, Kettlebells",Triceps,23
user_323,55,Male,198,70,Beginner,Improve flexibility,3,Yoga,"None, Bands, Cable",Biceps,69
user_324,59,Other,170,69,Intermediate,Wellness,3,Zumba,Full gym,Chest,88
user_325,42,Female,163,79,Expert,Weight loss,5,Cardio rowing,Machine,Forearms,57
user_326,41,Other,151,52,Expert,Injury recovery,3,Calisthenics,Cable,Back,49
user_327,53,Male,198,62,Expert,Gain mass,3,CrossFit,Outdoor park,Biceps,49
user_328,21,Male,198,53,Beginner,General health,3,Martial arts,"Cable, Kettlebells, Full gym",Shoulders,24
user_329,55,Female,156,74,Beginner,Weight loss,4,Yoga,"Dumbbell, Full gym",Quads,23
user_330,20,Female,151,55,Beginner,Tone body,1,Cardio rowing,"Machine, None, Bands",Chest,71
user_331,35,Other,152,67,Beginner,Sports performance,3,No preference,"Cable, Barbell",Chest,87
user_332,31,Male,181,65,Beginner,Prepare for event,2,Strength training,Minimal equipment,Abs,47
user_333,49,Male,169,91,Expert,Prepare for event,4,Calisthenics,Bands,Abs,46
user_334,55,Male,154,74,Beginner,Body recomposition,1,HIIT High Intensity Interval Training,"Dumbbell, None",Lower body,27
user_335,45,Female,155,76,Intermediate,Weight loss,5,Dance,Kettlebells,Triceps,58
user_336,36,Male,179,77,Intermediate,Weight loss,4,CrossFit,Bands,Legs,26
user_337,29,Male,188,92,Intermediate,General health,3,Powerlifting,Home gym,Shoulders,65
user_338,57,Female,173,72,Intermediate,Gain mass,2,Martial arts,"Barbell, Bands, Minimal equipment",Chest,54
user_339,35,Male,191,54,Expert,Gain mass,4,Swimming,Minimal equipment,Full body,80
user_340,23,Male,182,71,Expert,Improve strength,5,Circuit training,Full gym,Core,55
user_341,50,Other,166,60,Expert,Improve mobility,4,No preference,"Barbell, Outdoor park, None",Arms,45
user_342,39,Female,150,77,Expert,Rehabilitation,2,Cardio rowing,"Cable, Machine",Chest,38
user_343,52,Other,168,65,Expert,Body recomposition,4,Circuit training,"Barbell, Kettlebells, Body Only",Arms,44
user_344,35,Other,191,94,Intermediate,Sports performance,1,Olympic weightlifting,Machine,Quads,80
user_345,56,Other,164,69,Intermediate,Lose fat,4,No preference,Minimal equipment,Triceps,49
user_346,35,Other,176,56,Beginner,Improve mobility,2,No preference,"Barbell, Full gym",Back,49
user_347,39,Female,170,94,Expert,Sports performance,3,HIIT High Intensity Interval Training,None,Abs,54
user_348,32,Male,171,98,Intermediate,Sports performance,1,Cardio running,Barbell,Chest,76
user_349,49,Other,161,65,Beginner,Gain mass,2,Pilates,Bodyweight,Upper body,47
user_350,23,Male,170,90,Expert,Lose fat,2,CrossFit,"Outdoor park, Machine, Bodyweight",Quads,75
user_351,36,Male,182,96,Expert,Increase endurance,1,Martial arts,"Kettlebells, Full gym",Lower body,50
user_352,34,Male,199,76,Beginner,Weight loss,4,Cardio cycling,"Bodyweight, Dumbbell, Kettlebells",No specific focus,50
user_353,43,Male,175,99,Expert,Improve flexibility,2,Bodyweight training,Home gym,Back,30
user_354,36,Other,171,79,Intermediate,Improve cardio,4,HIIT High Intensity Interval Training,"Minimal equipment, None, Bands",Upper body,43
user_355,58,Male,180,81,Intermediate,Increase endurance,4,No preference,Machine,No specific focus,60
user_356,26,Female,180,94,Expert,Tone body,3,Cardio cycling,"Bands, Full gym, Machine",Biceps,73
user_357,29,Other,170,55,Intermediate,Improve mobility,2,No preference,"Machine, Home gym, Full gym",Chest,28
user_358,39,Female,164,74,Expert,Weight loss,3,Dance,"None, Bodyweight, Body Only",Legs,48
user_359,43,Female,157,88,Expert,Lose fat,3,CrossFit,Kettlebells,Shoulders,89
user_360,46,Male,187,96,Expert,Improve mobility,4,Bodyweight training,"Full gym, Home gym",Shoulders,63
user_361,45,Female,167,94,Expert,Build muscle,5,Zumba,"None, Cable, Kettlebells",Glutes,24
user_362,56,Female,169,50,Intermediate,Injury recovery,3,Pilates,"Full gym, None",Back,68
user_363,51,Other,168,81,Beginner,Wellness,5,Dance,"None, Kettlebells, Outdoor park",Upper body,31
user_364,26,Other,181,73,Intermediate,Rehabilitation,4,Yoga,"Bodyweight, Minimal equipment",Biceps,76
user_365,32,Male,160,70,Beginner,Wellness,1,Circuit training,Minimal equipment,Chest,78
user_366,51,Other,192,52,Intermediate,Rehabilitation,4,Olympic weightlifting,"Full gym, Cable",Arms,33
user_367,25,Female,150,77,Expert,Rehabilitation,5,Powerlifting,"Minimal equipment, Machine",Chest,63
user_368,50,Female,162,66,Beginner,Improve cardio,5,Strength training,"Minimal equipment, Full gym, Home gym",Back,48
user_369,47,Other,173,87,Intermediate,Wellness,5,Olympic weightlifting,Outdoor park,Calves,88
user_370,50,Female,158,60,Expert,Weight loss,2,Functional training,Kettlebells,Quads,44
user_371,36,Male,198,81,Intermediate,Tone body,3,Calisthenics,None,Abs,25
user_372,44,Other,190,97,Intermediate,Body recomposition,4,Calisthenics,"Barbell, Bands",Quads,65
user_373,52,Male,191,95,Intermediate,Wellness,3,Circuit training,"Full gym, Dumbbell",Chest,37
user_374,37,Female,171,64,Expert,Improve flexibility,4,Zumba,"Body Only, Cable",Abs,55
user_375,25,Female,194,57,Expert,Prepare for event,5,Bodyweight training,Outdoor park,Glutes,68
user_376,54,Other,167,80,Expert,Gain mass,3,CrossFit,"Bodyweight, Bands, None",Full body,59
user_377,37,Female,173,50,Intermediate,Injury recovery,5,Martial arts,Bodyweight,Chest,31
user_378,58,Female,157,81,Beginner,Improve flexibility,2,Cardio running,"Outdoor park, None, Full gym",Hamstrings,42
user_379,36,Other,169,80,Beginner,Prepare for event,2,Yoga,"Bodyweight, Barbell",Forearms,82
user_380,46,Female,183,81,Intermediate,Build muscle,1,No preference,"Machine, Outdoor park",Lower body,81
user_381,38,Other,189,54,Expert,Body recomposition,3,Dance,Bodyweight,Triceps,33
user_382,57,Other,181,58,Beginner,Increase endurance,4,Bodyweight training,"Dumbbell, None, Bands",Lower body,62
user_383,46,Male,165,78,Expert,Improve strength,1,Cardio cycling,Barbell,Lower body,21
user_384,22,Female,189,77,Beginner,Weight loss,4,HIIT High Intensity Interval Training,"Minimal equipment, Bands, Home gym",Legs,39
user_385,20,Other,152,52,Intermediate,Build muscle,5,Strength training,Kettlebells,Calves,80
user_386,47,Other,184,55,Expert,Weight loss,1,Olympic weightlifting,"Outdoor park, None",Quads,56
user_387,40,Female,186,93,Intermediate,Increase endurance,2,Olympic weightlifting,"Barbell, Bodyweight, Cable",Legs,65
user_388,38,Other,183,69,Beginner,Improve flexibility,1,Olympic weightlifting,Home gym,Legs,67
user_389,34,Female,157,85,Beginner,Wellness,5,Circuit training,"Body Only, Dumbbell, Machine",Chest,28
user_390,45,Other,162,84,Intermediate,Improve strength,5,Martial arts,Minimal equipment,Abs,68
user_391,52,Female,198,64,Expert,Increase endurance,1,Powerlifting,"Cable, Home gym",Arms,47
user_392,54,Male,190,83,Expert,Increase endurance,2,Dance,"None, Minimal equipment",Calves,29
user_393,59,Male,157,83,Intermediate,Tone body,2,Functional training,"Full gym, None, Body Only",Chest,23
user_394,45,Other,174,99,Expert,Gain mass,5,Cardio running,"Body Only, Machine",Glutes,33
user_395,52,Female,168,84,Beginner,Rehabilitation,1,Pilates,"Dumbbell, Full gym, Cable",Lower body,38
user_396,47,Other,169,54,Expert,Improve strength,2,CrossFit,"Full gym, Barbell, Outdoor park",Shoulders,23
user_397,32,Female,179,76,Intermediate,Rehabilitation,1,Swimming,Kettlebells,Legs,33
user_398,53,Male,180,68,Beginner,Improve flexibility,1,Yoga,Machine,Shoulders,65
user_399,39,Female,156,82,Expert,Tone body,2,Cardio running,"Machine, Full gym",Abs,68
user_400,54,Male,158,85,Intermediate,Lose fat,1,Calisthenics,"Bodyweight, Kettlebells, Home gym",Chest,63
user_401,31,Male,197,89,Expert,Sports performance,2,Dance,"Dumbbell, Body Only, Kettlebells",Triceps,79
user_402,43,Female,193,57,Intermediate,Improve cardio,3,HIIT High Intensity Interval Training,"Full gym, Cable, Home gym",Forearms,89
user_403,49,Female,179,90,Beginner,Sports performance,5,Yoga,Dumbbell,Biceps,69
user_404,40,Female,182,83,Beginner,Gain mass,5,HIIT High Intensity Interval Training,"Machine, Bodyweight",Legs,57
user_405,53,Other,196,82,Intermediate,General health,3,Swimming,"None, Bands, Barbell",Lower body,38
user_406,56,Female,196,73,Beginner,Lose fat,2,Pilates,"Kettlebells, Home gym",Arms,42
user_407,47,Female,192,91,Expert,Improve cardio,5,Functional training,"Barbell, Body Only",Forearms,72
user_408,25,Male,197,74,Intermediate,Improve cardio,3,Cardio rowing,"Home gym, Machine",Triceps,79
user_409,23,Female,157,57,Beginner,Improve flexibility,2,Olympic weightlifting,"Outdoor park, Minimal equipment",Shoulders,29
user_410,43,Female,163,58,Beginner,Increase endurance,3,Pilates,Dumbbell,Core,54
user_411,25,Other,163,84,Expert,Wellness,5,Olympic weightlifting,Cable,Arms,24
user_412,34,Male,157,94,Intermediate,Improve strength,2,Pilates,"Body Only, Bands, Outdoor park",Lower body,25
user_413,37,Female,179,70,Expert,Improve cardio,3,No preference,"Dumbbell, Bodyweight",Back,29
user_414,53,Male,180,52,Beginner,Prepare for event,1,No preference,None,Glutes,83
user_415,48,Other,182,65,Intermediate,Tone body,1,Cardio cycling,Kettlebells,Core,47
user_416,28,Other,156,86,Expert,Improve flexibility,2,Circuit training,"Dumbbell, Body Only, Machine",Core,34
user_417,47,Female,171,83,Expert,Weight loss,5,Dance,Cable,Biceps,56
user_418,36,Other,193,80,Intermediate,Improve strength,3,Cardio rowing,Body Only,Upper body,38
user_419,30,Female,175,78,Beginner,Increase endurance,3,Olympic weightlifting,"Cable, Kettlebells, Body Only",Chest,64
user_420,55,Female,184,58,Beginner,Prepare for event,2,Zumba,"Kettlebells, Cable, Bands",Legs,74
user_421,27,Male,189,69,Expert,Tone body,1,Cardio cycling,"Barbell, Home gym",Arms,21
user_422,51,Female,174,99,Beginner,Build muscle,4,Strength training,"Cable, Minimal equipment, Bodyweight",Hamstrings,26
user_423,33,Female,198,78,Expert,Lose fat,3,Strength training,Bands,No specific focus,49
user_424,35,Male,172,84,Intermediate,Injury recovery,4,Olympic weightlifting,"None, Kettlebells, Outdoor park",Glutes,23
user_425,47,Female,185,59,Beginner,Sports performance,3,Cardio running,"Body Only, None, Bands",Chest,27
user_426,47,Female,176,97,Intermediate,Tone body,1,Bodyweight training,"Machine, Full gym, Minimal equipment",Legs,58
user_427,23,Other,158,98,Expert,Improve flexibility,5,Zumba,"Body Only, Cable",Quads,80
user_428,56,Male,166,52,Expert,Rehabilitation,3,Swimming,"Bands, Cable, Minimal equipment",No specific focus,62
user_429,52,Male,169,93,Intermediate,Rehabilitation,1,Martial arts,"Home gym, Outdoor park",Lower body,86
user_430,47,Other,165,56,Beginner,General health,3,Cardio cycling,"Minimal equipment, Cable, Kettlebells",Abs,42
user_431,42,Female,182,53,Beginner,Injury recovery,2,Olympic weightlifting,Home gym,Back,76
user_432,25,Male,169,90,Beginner,Prepare for event,3,Bodyweight training,Full gym,Legs,77
user_433,20,Male,192,70,Beginner,General health,5,Martial arts,"Barbell, Full gym",Calves,46
user_434,37,Other,150,51,Beginner,Improve strength,3,Cardio rowing,"Minimal equipment, None",Abs,48
user_435,54,Other,157,94,Intermediate,General health,1,Powerlifting,Machine,Triceps,61
user_436,39,Male,168,71,Intermediate,Increase endurance,2,Circuit training,"Kettlebells, Home gym, Bands",No specific focus,46
user_437,54,Other,151,67,Expert,Sports performance,3,Dance,"Dumbbell, Minimal equipment",Biceps,40
user_438,45,Other,184,88,Beginner,Improve cardio,5,No preference,"Home gym, Full gym",Full body,32
user_439,58,Other,176,67,Beginner,Body recomposition,2,Functional training,"Outdoor park, Bands, Kettlebells",Full body,74
user_440,57,Male,196,96,Beginner,Improve mobility,5,Zumba,Bodyweight,Chest,87
user_441,20,Other,162,75,Expert,Prepare for event,5,Cardio rowing,"Bodyweight, Outdoor park",Chest,50
user_442,24,Male,188,98,Intermediate,Tone body,5,Cardio rowing,Bodyweight,Arms,59
user_443,25,Other,177,95,Expert,Injury recovery,3,Powerlifting,"Dumbbell, Bands, Minimal equipment",Biceps,30
user_444,37,Female,169,78,Intermediate,Body recomposition,2,No preference,Cable,Arms,34
user_445,33,Male,191,68,Beginner,Build muscle,5,Martial arts,"Barbell, Outdoor park, Body Only",Triceps,31
user_446,49,Male,162,76,Expert,Build muscle,5,Pilates,"Minimal equipment, Kettlebells, Dumbbell",Triceps,77
user_447,26,Female,172,92,Expert,Injury recovery,3,No preference,"Bodyweight, Kettlebells, Bands",Full body,48
user_448,30,Other,173,71,Intermediate,Lose fat,2,Strength training,"Dumbbell, Bodyweight, Machine",Full body,66
user_449,40,Male,194,58,Intermediate,Weight loss,4,Zumba,"Kettlebells, Machine",No specific focus,60
user_450,34,Male,195,50,Beginner,General health,2,Swimming,"Cable, None",Calves,73
user_451,25,Male,192,95,Expert,Lose fat,4,Olympic weightlifting,Minimal equipment,Upper body,24
user_452,26,Other,155,75,Intermediate,Injury recovery,4,Strength training,"Barbell, Body Only",Arms,39
user_453,38,Other,154,51,Expert,Rehabilitation,3,Cardio rowing,"Full gym, Dumbbell, Body Only",Forearms,75
user_454,47,Female,177,80,Intermediate,Lose fat,3,Pilates,"Bands, Kettlebells",Quads,65
user_455,43,Other,184,90,Expert,Sports performance,1,Pilates,"Bodyweight, Kettlebells",Full body,44
user_456,34,Female,189,78,Expert,Tone body,2,Functional training,"Full gym, Kettlebells, Body Only",No specific focus,80
user_457,49,Other,198,74,Beginner,Lose fat,1,Strength training,"None, Outdoor park, Barbell",Chest,38
user_458,19,Male,150,70,Expert,Wellness,4,Strength training,"Body Only, Bodyweight",Lower body,73
user_459,45,Other,186,88,Intermediate,Improve strength,3,Calisthenics,"Bands, Dumbbell",Legs,57
user_460,23,Other,170,85,Intermediate,Gain mass,4,Swimming,Bands,Hamstrings,78
user_461,19,Female,183,72,Beginner,Tone body,5,CrossFit,Bands,Full body,70
user_462,37,Male,162,80,Intermediate,General health,1,Yoga,"Dumbbell, Bodyweight",Shoulders,58
user_463,58,Male,174,61,Expert,Rehabilitation,1,HIIT High Intensity Interval Training,"Cable, Barbell",No specific focus,37
user_464,56,Male,165,59,Beginner,Lose fat,5,HIIT High Intensity Interval Training,Minimal equipment,Arms,62
user_465,47,Female,193,62,Beginner,Body recomposition,4,Swimming,"Body Only, Barbell, Dumbbell",Biceps,75
user_466,49,Male,165,94,Intermediate,Weight loss,4,Olympic weightlifting,Cable,Hamstrings,48
user_467,32,Male,188,69,Expert,Weight loss,4,Calisthenics,"Minimal equipment, None",Hamstrings,62
user_468,21,Other,172,93,Beginner,Build muscle,4,Zumba,"Machine, None",Lower body,40
user_469,56,Female,181,62,Beginner,Improve mobility,2,Yoga,Cable,Biceps,88
user_470,46,Other,154,83,Intermediate,Lose fat,3,Cardio rowing,"Bands, None, Outdoor park",Triceps,45
user_471,34,Male,188,91,Intermediate,Improve cardio,5,Pilates,"Bands, Cable",Core,32
user_472,34,Female,188,52,Intermediate,Sports performance,5,No preference,"Machine, Body Only",Back,63
user_473,46,Male,164,84,Intermediate,Improve flexibility,5,No preference,"Cable, Home gym",Triceps,70
user_474,36,Other,165,84,Intermediate,General health,3,HIIT High Intensity Interval Training,"Machine, Body Only, Home gym",Biceps,47
user_475,29,Female,170,91,Beginner,Rehabilitation,3,Olympic weightlifting,Cable,Abs,28
user_476,22,Female,183,58,Expert,Build muscle,4,HIIT High Intensity Interval Training,"Bodyweight, Full gym, Dumbbell",No specific focus,52
user_477,54,Other,184,56,Intermediate,Sports performance,3,Martial arts,"Cable, Full gym, None",Triceps,47
user_478,20,Other,175,68,Intermediate,General health,4,Yoga,"Barbell, Minimal equipment",No specific focus,37
user_479,24,Other,159,54,Beginner,Body recomposition,3,Swimming,"Full gym, None",Glutes,59
user_480,26,Other,156,74,Beginner,Tone body,5,Swimming,"Bands, Outdoor park",Lower body,80
user_481,58,Female,195,76,Expert,Body recomposition,5,CrossFit,"Outdoor park, Barbell",Glutes,51
user_482,40,Other,170,96,Expert,Tone body,3,CrossFit,"Machine, Body Only, Cable",No specific focus,78
user_483,32,Female,185,60,Expert,Improve strength,1,HIIT High Intensity Interval Training,Full gym,Quads,20
user_484,28,Male,181,61,Expert,Gain mass,3,Yoga,"Machine, Barbell",Quads,66
user_485,43,Male,179,92,Intermediate,Increase endurance,4,Cardio running,"Dumbbell, Outdoor park, Barbell",No specific focus,62
user_486,46,Female,163,94,Expert,Improve flexibility,4,Cardio rowing,Machine,No specific focus,46
user_487,48,Male,150,89,Expert,Gain mass,4,HIIT High Intensity Interval Training,Full gym,Upper body,73
user_488,41,Male,156,91,Beginner,General health,5,Yoga,"Barbell, Home gym",Upper body,69
user_489,58,Female,187,56,Beginner,Improve cardio,2,Cardio cycling,"Cable, Outdoor park, None",Abs,47
user_490,18,Female,156,54,Expert,Weight loss,5,Powerlifting,"Cable, Barbell",Calves,69
user_491,23,Female,151,85,Intermediate,Increase endurance,1,Yoga,"Home gym, Kettlebells, Bodyweight",Calves,32
user_492,57,Male,173,94,Beginner,Sports performance,2,Cardio rowing,Bodyweight,Calves,54
user_493,45,Male,162,90,Intermediate,Prepare for event,2,Functional training,Bodyweight,Triceps,29
user_494,46,Male,195,71,Expert,Wellness,4,CrossFit,"Dumbbell, Bands, Machine",No specific focus,20
user_495,22,Other,194,93,Intermediate,Improve cardio,4,Circuit training,Outdoor park,Shoulders,68
user_496,30,Other,199,85,Intermediate,Increase endurance,5,Functional training,"Minimal equipment, Outdoor park",Back,60
user_497,28,Female,152,82,Intermediate,Lose fat,5,CrossFit,"Cable, Barbell, Machine",Legs,61
user_498,44,Male,194,99,Intermediate,Improve mobility,5,Functional training,"Dumbbell, Body Only, Outdoor park",Lower body,42
user_499,55,Female,197,85,Expert,General health,1,HIIT High Intensity Interval Training,Dumbbell,Hamstrings,73
user_500,54,Female,152,73,Beginner,Sports performance,2,Bodyweight training,"Bands, Dumbbell",No specific focus,54
user_501,22,Female,173,58,Expert,Body recomposition,4,Bodyweight training,"Full gym, Bodyweight",Abs,57
user_502,25,Male,173,90,Expert,Improve flexibility,2,Cardio rowing,"Machine, Barbell",Chest,71
user_503,31,Male,176,88,Intermediate,Lose fat,3,Zumba,"Minimal equipment, Kettlebells",Calves,87
user_504,25,Female,166,86,Expert,Improve mobility,2,Functional training,"Machine, Kettlebells, Bodyweight",Forearms,79
user_505,41,Other,197,98,Expert,Wellness,4,Powerlifting,Cable,Glutes,55
user_506,41,Male,198,51,Expert,Body recomposition,4,HIIT High Intensity Interval Training,Bands,Arms,50
user_507,57,Male,157,87,Beginner,Sports performance,5,Olympic weightlifting,Kettlebells,Back,55
user_508,18,Other,194,57,Beginner,Weight loss,2,Zumba,"Machine, Cable, Barbell",No specific focus,51
user_509,29,Other,167,97,Intermediate,General health,2,Zumba,"Body Only, Full gym",Upper body,78
user_510,26,Other,186,70,Intermediate,Improve cardio,3,Calisthenics,"Bodyweight, Cable, None",Abs,24
user_511,23,Male,196,99,Intermediate,Tone body,2,Zumba,"Bodyweight, Kettlebells, Barbell",Glutes,49
user_512,32,Male,188,59,Beginner,Build muscle,2,Strength training,"Machine, Kettlebells",Shoulders,32
user_513,24,Female,192,93,Expert,Improve flexibility,5,No preference,Bands,Core,69
user_514,23,Other,155,96,Beginner,Improve mobility,2,Calisthenics,"Dumbbell, Bodyweight",Upper body,62
user_515,27,Female,197,98,Expert,Increase endurance,5,Cardio running,"Bands, Minimal equipment",Chest,25
user_516,18,Other,156,76,Expert,Increase endurance,1,Strength training,"Home gym, Bodyweight, Minimal equipment",Arms,87
user_517,28,Other,150,91,Intermediate,Wellness,4,Powerlifting,"Cable, Body Only, Home gym",Chest,71
user_518,54,Other,192,55,Beginner,General health,1,Swimming,"Dumbbell, Full gym",Quads,60
user_519,46,Male,173,84,Beginner,Weight loss,1,Yoga,"Barbell, Bodyweight, Dumbbell",Upper body,23
user_520,36,Female,160,80,Expert,Build muscle,2,Circuit training,"Cable, None, Barbell",Forearms,68
user_521,33,Other,181,95,Expert,Lose fat,5,Cardio cycling,"Dumbbell, Cable",Core,71
user_522,44,Other,159,57,Expert,Build muscle,5,HIIT High Intensity Interval Training,Full gym,Lower body,84
user_523,42,Female,150,53,Beginner,Build muscle,1,Powerlifting,Kettlebells,Triceps,73
user_524,47,Male,174,61,Expert,Increase endurance,2,No preference,"Dumbbell, Machine, Outdoor park",Hamstrings,44
user_525,41,Male,156,52,Intermediate,Wellness,4,HIIT High Intensity Interval Training,Bodyweight,Arms,43
user_526,31,Female,183,70,Intermediate,Body recomposition,1,Powerlifting,Machine,Forearms,88
user_527,21,Other,160,99,Intermediate,Improve cardio,4,Dance,"Dumbbell, Body Only",Core,69
user_528,34,Other,165,61,Intermediate,Increase endurance,4,Cardio cycling,Barbell,Glutes,43
user_529,53,Other,157,64,Expert,General health,3,Bodyweight training,"None, Bodyweight, Body Only",Biceps,41
user_530,37,Female,187,90,Expert,Wellness,5,Cardio running,Minimal equipment,Legs,34
user_531,36,Other,176,98,Beginner,Build muscle,4,Pilates,"Outdoor park, Bands, Cable",Triceps,21
user_532,24,Male,171,85,Intermediate,Gain mass,2,Pilates,"Body Only, Bodyweight",Calves,29
user_533,58,Other,190,78,Intermediate,General health,5,Functional training,"Bands, Home gym, Outdoor park",Lower body,23
user_534,32,Other,162,77,Beginner,Prepare for event,2,Dance,Kettlebells,Arms,82
user_535,54,Other,193,83,Intermediate,Lose fat,1,Olympic weightlifting,None,Biceps,33
user_536,28,Other,151,62,Intermediate,Sports performance,3,Cardio rowing,"Bands, Full gym, Dumbbell",Arms,23
user_537,35,Male,195,57,Expert,Improve strength,3,HIIT High Intensity Interval Training,"Minimal equipment, Dumbbell, Machine",Biceps,21
user_538,55,Female,175,64,Intermediate,Lose fat,2,Dance,"Full gym, Body Only",Back,80
user_539,37,Male,151,97,Intermediate,Rehabilitation,2,Functional training,Bands,Forearms,51
user_540,18,Other,179,77,Expert,Sports performance,3,Powerlifting,"Body Only, Kettlebells, Home gym",Chest,62
user_541,49,Male,165,82,Expert,Build muscle,1,Olympic weightlifting,Bodyweight,Chest,33
